! FILETYPE CSV
! VERSION 3.0,1
! TIMESTAMP Tuesday, 02 March 2021 11:27:58
! TIMEZONE (UTC+08:00) Kuala Lumpur, Singapore
! NAME Keysight Technologies
! MODEL N9916A
! SERIAL MY58312356
! FIRMWARE_VERSION A.11.26
! CORRECTION 
! Application SA
! SA Frequency Scan
!  CenterFreq 122880000
!  SpanFreq 100000
!  Num TracePoints 20001
!  ResolutionBW 3
!  VideoBW 3
!  RF Attenuation 0
!  Preamp OFF
!  External Gain 0
!  Detector Average
!  TraceAvgCount 16 / 16
! Trace TIMESTAMP: 2021-03-02 11:27:57Z
! Trace GPS Info...
! GPS Latitude: 
! GPS Longitude: 
! GPS Elevation (m): 
! GPS Seconds Since Last Read: 
! CHECKSUM 1771350902
! DATA Freq,SA Average,SA Blank,SA Blank,SA Blank
! FREQ UNIT Hz
! DATA UNIT dBm
BEGIN
122830000,-139.868226750294,0,0,0
122830005,-139.589383974834,0,0,0
122830010,-139.843726420541,0,0,0
122830015,-139.474085289551,0,0,0
122830020,-140.094252249615,0,0,0
122830025,-140.402437577585,0,0,0
122830030,-140.489636523676,0,0,0
122830035,-140.471439635154,0,0,0
122830040,-139.741170850755,0,0,0
122830045,-140.342760554821,0,0,0
122830050,-139.647322036951,0,0,0
122830055,-140.910022082176,0,0,0
122830060,-140.336095748578,0,0,0
122830065,-140.180453269735,0,0,0
122830070,-141.209789365994,0,0,0
122830075,-139.94162088203,0,0,0
122830080,-139.501113282095,0,0,0
122830085,-140.081258006658,0,0,0
122830090,-139.395153911645,0,0,0
122830095,-139.706066023984,0,0,0
122830100,-140.30604033577,0,0,0
122830105,-141.388152473288,0,0,0
122830110,-140.52879615643,0,0,0
122830115,-139.963716835701,0,0,0
122830120,-139.550848238512,0,0,0
122830125,-138.840597923685,0,0,0
122830130,-140.25443129739,0,0,0
122830135,-141.030926781009,0,0,0
122830140,-140.81134161715,0,0,0
122830145,-140.511914890245,0,0,0
122830150,-139.436193704143,0,0,0
122830155,-140.814659006241,0,0,0
122830160,-139.306665667654,0,0,0
122830165,-139.625441971378,0,0,0
122830170,-139.55806726971,0,0,0
122830175,-138.358853631149,0,0,0
122830180,-139.715355351877,0,0,0
122830185,-140.593928527167,0,0,0
122830190,-139.657758417961,0,0,0
122830195,-139.371854623938,0,0,0
122830200,-141.091558670743,0,0,0
122830205,-141.071216987523,0,0,0
122830210,-138.995637459518,0,0,0
122830215,-139.570239087003,0,0,0
122830220,-140.680845966557,0,0,0
122830225,-140.140658948459,0,0,0
122830230,-139.540528802663,0,0,0
122830235,-140.777973546129,0,0,0
122830240,-140.057895338866,0,0,0
122830245,-139.562704235878,0,0,0
122830250,-140.908131988943,0,0,0
122830255,-140.471678098365,0,0,0
122830260,-140.435440158452,0,0,0
122830265,-141.074483156602,0,0,0
122830270,-139.904883487292,0,0,0
122830275,-139.851691503647,0,0,0
122830280,-140.388295298937,0,0,0
122830285,-140.328002278018,0,0,0
122830290,-139.896830863735,0,0,0
122830295,-139.94935952119,0,0,0
122830300,-139.930104936493,0,0,0
122830305,-140.269046895082,0,0,0
122830310,-140.727111722128,0,0,0
122830315,-139.759785874656,0,0,0
122830320,-140.229282084537,0,0,0
122830325,-140.039212126264,0,0,0
122830330,-139.515109655337,0,0,0
122830335,-139.929356795426,0,0,0
122830340,-140.313911268917,0,0,0
122830345,-140.387208752985,0,0,0
122830350,-140.244629415684,0,0,0
122830355,-139.95136912061,0,0,0
122830360,-139.737018913066,0,0,0
122830365,-140.622964866456,0,0,0
122830370,-139.861330458998,0,0,0
122830375,-140.037815658353,0,0,0
122830380,-140.684202489167,0,0,0
122830385,-139.825571865159,0,0,0
