! FILETYPE CSV
! VERSION 3.0,1
! TIMESTAMP Saturday, 27 February 2021 06:22:14
! TIMEZONE (UTC+08:00) Kuala Lumpur, Singapore
! NAME Keysight Technologies
! MODEL N9916A
! SERIAL MY58312356
! FIRMWARE_VERSION A.11.26
! CORRECTION 
! Application SA
! SA Frequency Scan
!  CenterFreq 122880000
!  SpanFreq 100000
!  Num TracePoints 1001
!  ResolutionBW 3
!  VideoBW 3
!  RF Attenuation 15
!  Preamp OFF
!  External Gain 0
!  Detector Positive
!  TraceAvgCount 1 / 1
! Missing Trace TIMESTAMP... measurement incomplete... try using Single Sweep
! CHECKSUM 0971771746
! DATA Freq,SA Clear-Write,SA Blank,SA Blank,SA Blank
! FREQ UNIT Hz
! DATA UNIT dBm
BEGIN
122830000,-90.9260559082031,0,0,0
122830100,-94.7444381713867,0,0,0
122830200,-90.8105163574219,0,0,0
122830300,-92.6667022705078,0,0,0
122830400,-93.3241577148438,0,0,0
122830500,-92.0066452026367,0,0,0
122830600,-90.4353256225586,0,0,0
122830700,-93.4261093139648,0,0,0
122830800,-92.3331832885742,0,0,0
122830900,-92.8627548217773,0,0,0
122831000,-90.251106262207,0,0,0
122831100,-91.8944931030273,0,0,0
122831200,-93.1713409423828,0,0,0
122831300,-92.6439743041992,0,0,0
122831400,-92.4932174682617,0,0,0
122831500,-93.5112533569336,0,0,0
122831600,-92.8403167724609,0,0,0
122831700,-91.7544860839844,0,0,0
122831800,-93.1106491088867,0,0,0
122831900,-90.2075424194336,0,0,0
122832000,-90.066032409668,0,0,0
122832100,-92.4004058837891,0,0,0
122832200,-89.7957382202148,0,0,0
122832300,-93.5494995117188,0,0,0
122832400,-89.7475967407227,0,0,0
122832500,-91.2823867797852,0,0,0
122832600,-90.583366394043,0,0,0
122832700,-92.1365432739258,0,0,0
122832800,-92.9823684692383,0,0,0
122832900,-91.4138107299805,0,0,0
122833000,-91.5310363769531,0,0,0
122833100,-89.9341506958008,0,0,0
122833200,-89.3273468017578,0,0,0
122833300,-91.3520050048828,0,0,0
